"","INDEX","TARGET"
"216","996",1.54177532750775
"217","998",0.829372291063919
"218","1001",2.67922283680247
"219","1007",1.57659144932525
"220","1008",2.61911778090424
"221","1016",2.90849848598863
"222","1022",2.94013900026959
"223","1027",4.74994798926772
"224","1032",1.19741350736914
"225","1033",3.66489130764907
"226","1041",3.80555323580186
"227","1065",1.23432249314773
"228","1074",2.15020074542616
"229","1075",0.627197230366455
"230","1081",1.18695237169828
"231","1094",3.75892208607094
"232","1099",2.81313828060832
"233","1105",3.44020016958369
"234","1123",1.93268013847707
"235","1135",1.58857297859408
"236","1142",2.73430842153042
"237","1155",2.69699772183758
"238","1169",3.35230872279674
"239","1176",4.6915405095693
"240","1178",3.53059419454237
"241","1180",3.36568539062471
"242","1184",0.389759627486019
"243","1185",1.68070146453037
"244","1193",0.446344745996078
"245","1196",1.36662989460336
"246","1199",1.56634983145679
"247","1203",2.09272614743216
"248","1205",2.75997708578823
"249","1207",2.92917706387308
"250","1208",1.54926095747196
"251","1212",0.628309791857758
"252","1213",1.1991383244003
"253","1222",1.5887838310805
"254","1223",0.893469004297321
"255","1226",3.51489280183397
"256","1227",5.91422463996018
"257","1229",1.4483330462159
"258","1230",3.82193383226402
"259","1231",3.5341590433426
"260","1241",1.24522884749307
"261","1243",3.64332621215184
"262","1244",4.64720244210436
"263","1246",3.69274848101297
"264","1248",2.44009316035423
"265","1249",3.66169168169544
"266","1252",2.42390349843041
"267","1261",4.77345213392018
"268","1275",2.81991490568153
"269","1281",2.10118509276613
"270","1285",3.41076740856338
"271","1288",0.894147068958853
"272","1290",3.61358684920331
"273","1291",1.13570113117587
"274","1304",4.3997942862065
"275","1305",2.20575222488713
"276","1323",4.50783900903628
"277","1342",1.60517967188412
"278","1348",2.74443693423278
"279","1353",3.78293407130204
"280","1363",2.92030407793375
"281","1371",3.49372982995229
"282","1372",1.23712817535684
"283","1378",1.07826371925952
"284","1381",2.95236277788445
"285","1382",3.72476672781075
"286","1393",4.50390537510309
"287","1394",4.87774672602723
"288","1398",5.90407534249465
"289","1404",4.66137504937381
"290","1405",3.61738176073331
"291","1419",1.60666625206005
"292","1421",2.27534302488095
"293","1426",1.1053297595636
"294","1431",1.27786101092021
"295","1435",2.80959225328759
"296","1437",2.04637511932424
"297","1438",1.49084462502116
"298","1442",0.754690780991094
"299","1464",0.765285178959091
"300","1471",4.44121148446882
"301","1473",4.56942233184656
"302","1476",2.48285678686569
"303","1478",2.65873508908867
"304","1479",3.47300236625045
"305","1487",4.77327431812457
"306","1492",4.325424556049
"307","1496",2.90131510031783
"308","1497",0.620139019222748
"309","1515",3.64428597443646
"310","1519",1.28755219076004
"311","1522",2.79346732430557
"312","1526",4.95386288466797
"313","1537",3.59035695260469
"314","1538",3.7608078634083
"315","1540",2.43153141298518
"316","1543",3.46441603274026
"317","1548",1.52000659826817
"318","1549",1.92080589058003
"319","1556",2.63383379034021
"320","1564",1.61835863960711
"321","1570",2.7824955456414
"322","1577",2.66732441969111
"323","1585",3.56668657674893
"324","1590",4.43705655272943
"325","1592",1.33034104797246
"326","1594",1.06526038409092
"327","1596",6.05417993296469
"328","1598",3.8960655393864
"329","1603",2.43696200026065
"330","1607",1.02724033858461
"331","1612",4.47095064215669
"332","1627",4.55535266327849
"333","1629",4.86252720511512
"334","1630",2.93377456701642
"335","1640",4.38028169373747
"336","1641",3.66876183218035
"337","1646",3.4833227777323
"338","1662",0.760723313527249
"339","1668",0.996656904151885
"340","1671",0.278153748521106
"341","1672",3.68819341758863
"342","1673",4.80999469801058
"343","1686",3.75946510386266
"344","1688",3.4116088222862
"345","1696",2.92219745810413
"346","1701",3.76476229428878
"347","1707",3.87313204859377
"348","1708",4.83785137592368
"349","1713",3.60925374146938
"350","1715",2.86267485261662
"351","1717",3.77227096048151
"352","1721",2.87561067868465
"353","1724",3.70935980624621
"354","1725",2.80221151422318
"355","1730",3.63434037346633
"356","1731",3.56113314961919
"357","1734",5.36923942512549
"358","1740",4.55127199701695
"359","1748",3.82194002605858
"360","1749",4.10714097557879
"361","1750",4.61982792986828
"362","1763",3.73270325120005
"363","1768",3.95496745612876
"364","1773",2.67095103597776
"365","1777",1.65302490083557
"366","1778",0.384162049603921
"367","1780",3.86578066122241
"368","1782",0.416744599495371
"369","1784",4.96819923298158
"370","1786",3.59042828902481
"371","1787",4.76326459138967
"372","1792",0.559787827995034
"373","1800",3.08155095482278
"374","1801",2.63628522851152
"375","1803",3.38235863013501
"376","1804",2.76388802691913
"377","1807",2.92926311234733
"378","1818",6.17390845654911
"379","1821",4.72146459471645
"380","1822",3.6835218647583
"381","1828",3.68765885091589
"382","1833",3.84820999747538
"383","1844",3.47374220203812
"384","1847",3.85639278676968
"385","1850",2.84601945291146
"386","1854",3.55691189612414
"387","1858",4.26460759922814
"388","1864",3.35414757007583
"389","1867",1.80152161263647
"390","1876",3.74093279187495
"391","1880",1.65279844149514
"392","1881",2.29924810574329
"393","1891",3.48674294408401
"394","1894",2.67411434524699
"395","1895",4.32966348938779
"396","1901",1.28297374997344
"397","1905",4.49347116022055
"398","1912",6.01618997468019
"399","1918",2.76671544752885
"400","1921",3.75941580437584
"401","1923",2.85534394124439
"402","1924",1.67487519036008
"403","1931",2.77565685826104
"404","1941",3.78588179777323
"405","1950",1.51261385811876
"406","1951",3.73599007471815
"407","1954",4.9636136349327
"408","1961",3.54935321236733
"409","1966",3.57830693583808
"410","1979",3.98334920141755
"411","1982",0.820808435317665
"412","1987",3.63235459112219
"413","1997",3.00826096414577
"414","2004",3.49021026727628
"415","2011",3.58694008372965
"416","2015",4.53360751661048
"417","2025",6.00210320160884
"418","2033",0.635662015345595
"419","2034",4.59301527815404
"420","2035",1.9631901163021
"421","2036",1.69530371651047
"422","2053",3.38428340281211
"423","2059",2.01929119098885
"424","2060",1.3905890645121
"425","2073",3.44778125687158
"426","2084",3.65615706522368
"427","2089",2.74111107938352
"428","2092",1.59722094435858
"429","2109",3.83384607940433
"430","2129",3.47713507490169
"431","2134",4.95465165898572
"432","2135",5.36585679755859
"433","2148",4.71615883917094
"434","2149",0.973422009584827
"435","2150",2.51783931825994
"436","2165",3.49617779819703
"437","2166",3.49455658794592
"438","2168",3.40550793716644
"439","2170",0.998828718050011
"440","2171",2.83338497328677
"441","2172",4.12527849682309
"442","2176",4.90410525684924
"443","2182",2.88943873112182
"444","2189",2.6728527360974
"445","2191",5.07601857962708
"446","2197",3.82296153179796
"447","2202",0.652867565892998
"448","2203",3.55722110148874
"449","2204",0.253180674575957
"450","2206",4.85257799482471
"451","2218",2.93547115488653
"452","2219",3.59752727477182
"453","2221",0.860748167860581
"454","2226",1.36237589634677
"455","2228",2.7313624777151
"456","2232",3.79958601078941
"457","2236",0.143126165287492
"458","2241",2.32493816524515
"459","2245",4.77512558578998
"460","2251",2.62438677254437
"461","2255",4.90067167496037
"462","2256",3.78922037071824
"463","2259",1.47266432476387
"464","2263",3.38565943927328
"465","2264",3.59524174387126
"466","2267",0.811109063198203
"467","2273",2.53637476326861
"468","2277",4.68063855899987
"469","2287",3.01091098323276
"470","2289",3.05365006636799
"471","2291",1.59408212597888
"472","2296",2.43711456692477
"473","2299",1.87488021208447
"474","2306",2.91263900302291
"475","2314",0.608183549722303
"476","2317",2.92286525261774
"477","2318",3.35926608605031
"478","2321",3.62604571973416
"479","2324",4.4143082533818
"480","2340",2.55498205260672
"481","2343",2.13964054397458
"482","2349",0.925918056744345
"483","2352",4.750084248306
"484","2353",1.2422989869289
"485","2365",2.8672225828179
"486","2370",1.37857483483288
"487","2378",3.00949176554644
"488","2390",0.549960901364076
"489","2399",1.31442069235366
"490","2402",1.43297055030541
"491","2403",0.759654348716869
"492","2404",2.17210581645869
"493","2414",4.85370625827425
"494","2422",3.61581839415484
"495","2424",0.405856931053061
"496","2430",3.92327125200744
"497","2435",2.77500039966971
"498","2439",2.04565173604564
"499","2442",4.92876881666372
"500","2445",3.66749978524795
"501","2449",1.07517346378088
"502","2451",0.346069067805734
"503","2461",4.42230452185474
"504","2464",3.64693043573443
"505","2465",3.74807142483875
"506","2472",2.88649490594822
"507","2476",2.74121819329959
"508","2482",3.69625010968786
"509","2487",4.85325449221773
"510","2498",4.71578009467927
"511","2501",3.6654230073641
"512","2504",3.41472502039471
"513","2511",0.240103106778446
"514","2518",4.64787083278329
"515","2521",4.91105344635697
"516","2530",2.83365047686341
"517","2543",4.915402718462
"518","2545",4.22158894338137
"519","2561",2.9816328516665
"520","2566",3.54238340042816
"521","2572",3.72509258630828
"522","2577",4.47740558679193
"523","2578",2.09543032557546
"524","2580",4.00087979342213
"525","2581",3.89801914392174
"526","2582",4.56024162849047
"527","2584",3.71454269310421
"528","2590",3.90752202318668
"529","2598",2.65578963644044
"530","2602",1.40325515169558
"531","2605",4.46410813988455
"532","2616",3.78457114020227
"533","2618",3.27664765727725
"534","2619",2.07641596938792
"535","2624",4.29109082847947
"536","2632",1.57434559384381
"537","2640",3.74441871356719
"538","2646",3.79548694162785
"539","2651",0.880840966858126
"540","2660",1.22569330033166
"541","2661",3.18257101775676
"542","2668",1.29937336445294
"543","2670",1.66567413636875
"544","2680",4.28879378700557
"545","2681",3.01963330412882
"546","2689",0.867126526176965
"547","2694",6.20339845573365
"548","2695",1.52166384772685
"549","2696",3.67081299034102
"550","2702",3.47287395222589
"551","2704",3.37829709962484
"552","2708",3.8627939744501
"553","2709",3.65076417256511
"554","2714",3.53998239252729
"555","2716",0.405860537980528
"556","2723",0.925984510002093
"557","2725",2.68348263107901
"558","2738",0.0279632264716628
"559","2750",3.73432308702474
"560","2756",1.48926258437061
"561","2758",3.47257484530886
"562","2766",3.71927557745676
"563","2767",0.595152168194685
"564","2771",2.12511382343073
"565","2775",3.52211633970254
"566","2776",2.54500883706407
"567","2779",2.04679776565064
"568","2780",3.42047753006163
"569","2781",1.3422269893964
"570","2782",3.94188529797496
"571","2783",3.71215290909727
"572","2796",3.72441341521705
"573","2798",4.30416909194706
"574","2800",4.55695007147291
"575","2803",6.22028020513928
"576","2806",4.96268433628609
"577","2813",2.70920858863271
"578","2818",1.6974765226128
"579","2821",4.78367481851927
"580","2825",3.75030975013145
"581","2829",2.39259105142264
"582","2830",3.6172638584541
"583","2833",3.42005626564819
"584","2839",0.999068312264235
"585","2843",3.47524037204058
"586","2846",4.41072669085206
"587","2847",4.37645268034773
"588","2848",4.89040940277156
"589","2856",5.03544434914603
"590","2863",0.780238444048066
"591","2867",4.48375019174561
"592","2869",3.4570809436246
"593","2873",3.93966622314852
"594","2874",3.48762290784947
"595","2875",2.86869146922254
"596","2880",1.71727220117419
"597","2886",2.77221171462179
"598","2887",3.44574975088208
"599","2888",2.78635123969638
"600","2889",2.82173083281843
"601","2890",2.12604408458811
"602","2892",1.77196348361836
"603","2901",4.62422647109966
"604","2902",2.27942807883991
"605","2905",2.48669187930852
"606","2917",2.99856105523766
"607","2922",3.44674342304493
"608","2924",5.89175887813174
"609","2930",1.11150640623393
"610","2931",4.50392982973695
"611","2946",1.7856660240142
"612","2955",3.61301380343778
"613","2962",2.51066449012624
"614","2964",0.710621383543637
"615","2965",0.601307371325323
"616","2967",5.6442995496262
"617","2970",4.819969289508
"618","2973",6.27034934733553
"619","2974",1.51824887996127
"620","2976",1.88162715641262
"621","2977",1.85171257074666
"622","2978",0.620822660851821
"623","2986",4.14697397178922
"624","2988",4.92359084478264
"625","2989",1.38489702384082
"626","2995",3.71953159853729
"627","3005",4.18661852417493
"628","3011",3.7712447963547
"629","3013",3.78862340591087
"630","3019",3.44409092755411
"631","3021",2.1542523847721
"632","3022",4.88838886839653
"633","3029",1.27976016004506
"634","3037",3.53771232221176
"635","3042",2.69443407629242
"636","3043",3.6516072124645
"637","3049",3.84688199300389
"638","3050",4.94010156358008
"639","3053",1.30250676078742
"640","3058",1.4437706582934
"641","3062",1.52324664323684
"642","3063",3.47309883037444
"643","3065",2.25477879389258
"644","3080",2.90529280046798
"645","3088",1.09669436571196
"646","3093",1.63639439697323
"647","3096",5.14839146802991
"648","3101",4.66697055726773
"649","3103",1.45965312099716
"650","3107",5.86415071586582
"651","3109",3.66461277624443
"652","3111",4.6793522584363
"653","3113",4.5076358703564
"654","3116",4.3902918490699
"655","3132",3.75151875828151
"656","3141",4.6383951233864
"657","3153",1.35952334512556
"658","3154",1.40168906080209
"659","3160",1.67213810581514
"660","3167",1.93249987491923
"661","3170",2.95210553478803
"662","3173",2.77429015980201
"663","3174",3.80602306582236
"664","3177",4.79574326638888
"665","3179",3.08831575950027
"666","3184",0.98706613923406
"667","3190",3.37828263885911
"668","3193",3.45210723581562
"669","3199",3.61006704449963
"670","3201",0.900879324789134
"671","3202",3.1264786480098
"672","3203",4.58198393744011
"673","3206",2.82954627002767
"674","3209",2.71923432632954
"675","3210",3.05133518869141
"676","3217",3.69227413487912
"677","3220",3.57074874785308
"678","3228",2.96409852494679
"679","3232",3.67998644517638
"680","3239",0.686925823671988
"681","3243",3.60130524905374
"682","3245",3.58370969395615
"683","3246",4.23422482558234
"684","3251",3.59839426890917
"685","3253",2.81473928545675
"686","3257",3.18162431292744
"687","3260",1.33239659415729
"688","3261",5.00712645506075
"689","3263",4.74228416113961
"690","3278",3.8314089193586
"691","3281",3.85389064903827
"692","3283",4.71831816928999
"693","3290",2.59732085973671
"694","3297",3.29884279105756
"695","3304",2.72774989323038
"696","3305",2.96019218398705
"697","3307",5.23713296943942
"698","3308",4.30285053170702
"699","3313",4.40243595158934
"700","3314",3.4285957678553
"701","3317",0.426596406997734
"702","3348",0.514286516967143
"703","3350",2.84958334279055
"704","3359",4.028762945003
"705","3367",2.85460652631163
"706","3376",3.69416819945426
"707","3378",2.53751971484987
"708","3384",1.46075317436384
"709","3386",3.12973042694479
"710","3387",3.39295761026101
"711","3388",2.80535550617644
"712","3390",4.65988290090219
"713","3391",1.24758968769706
"714","3396",0.0611650734932373
"715","3398",3.44736790887766
"716","3404",3.78332149441152
"717","3406",2.2100489234128
"718","3407",4.73735580899212
"719","3414",4.02244067456513
"720","3419",2.77636338624509
"721","3423",2.73659650149896
"722","3427",3.88367584944886
"723","3432",0.245102384537055
"724","3434",3.73307907789955
"725","3438",0.701047791521709
"726","3442",0.136949006769823
"727","3443",1.52521371211301
"728","3448",0.410438296446065
"729","3456",2.85089779726967
"730","3464",4.65938299038618
"731","3470",0.36599009992348
"732","3475",3.55000434504805
"733","3477",3.38494121920366
"734","3490",3.48057607030734
"735","3493",3.48736107715952
"736","3502",2.73662302569015
"737","3508",3.49181954499748
"738","3516",1.75032796902432
"739","3517",3.82673101394508
"740","3525",3.65161794041051
"741","3532",3.27961162936913
"742","3535",3.36489074559394
"743","3536",4.81443446599791
"744","3540",2.84259020460649
"745","3547",3.70284131369903
"746","3550",2.87661502587566
"747","3557",2.66697232436993
"748","3562",1.27953404619925
"749","3563",2.76475340093835
"750","3564",0.923406985659083
"751","3570",4.16015735266642
"752","3573",4.23910855769073
"753","3577",4.29800140006584
"754","3579",2.60736525133654
"755","3581",0.965028256210904
"756","3587",3.55402549931414
"757","3602",2.83014962328567
"758","3609",3.383549160045
"759","3612",3.99172931868729
"760","3621",4.42972644181172
"761","3642",2.21187988619013
"762","3647",1.46570743309543
"763","3649",3.67711059840155
"764","3654",3.15775907340106
"765","3660",4.83632054584692
"766","3665",4.01330863334283
"767","3669",3.31189383734968
"768","3673",3.75640904074718
"769","3675",1.72869279630153
"770","3678",3.65527543774926
"771","3680",4.76729637154289
"772","3686",5.51779986164919
"773","3693",4.86303510598648
"774","3710",3.50770774016538
"775","3713",3.72967246167695
"776","3718",4.74904307549829
"777","3725",2.96696018598705
"778","3726",4.61239086380775
"779","3747",3.32562353429277
"780","3753",1.2171269209948
"781","3754",3.85428101615551
"782","3760",3.8203951925397
"783","3763",3.03053809287137
"784","3765",3.5619899623522
"785","3769",3.60748326422868
"786","3771",3.4172560982586
"787","3784",3.34638198303318
"788","3787",4.30868838941286
"789","3794",1.3748137699293
"790","3796",3.51681642789412
"791","3798",4.72235197849313
"792","3809",3.45897517494987
"793","3812",4.40120653787265
"794","3819",1.28567284205217
"795","3828",3.71624294340181
"796","3831",5.09186832778792
"797","3833",4.36910166556338
"798","3837",4.57761124658778
"799","3839",0.973314703975445
"800","3843",2.65718773153389
"801","3846",3.603783097494
"802","3854",4.53688645346497
"803","3861",0.266722368494363
"804","3864",3.42405234612069
"805","3868",3.80380481083739
"806","3869",4.36475915125542
"807","3870",3.83087830250614
"808","3883",2.89151350547508
"809","3886",3.73490046021178
"810","3889",3.6961777914803
"811","3894",0.864943181636374
"812","3907",3.436823898478
"813","3910",3.85775642312024
"814","3913",1.46400179994297
"815","3914",3.69249456875289
"816","3921",6.80523247980097
"817","3923",0.80055865308116
"818","3929",2.06595708757599
"819","3931",1.70012857016137
"820","3932",4.68633559513329
"821","3937",0.318481589238811
"822","3943",3.32178284829592
"823","3956",4.74983131219424
"824","3957",3.66848486641361
"825","3961",4.6604942641991
"826","3971",4.6063608577153
"827","4004",0.423877124743857
"828","4005",4.47064671676566
"829","4006",3.82129229105063
"830","4011",3.10439784565508
"831","4013",4.74080205160643
"832","4014",6.16246806232915
"833","4016",0.444738683830174
"834","4017",4.88964235671859
"835","4020",3.94436562034155
"836","4022",3.74701085108011
"837","4026",0.512610050693499
"838","4032",1.24337506417744
"839","4043",2.50092055277565
"840","4045",4.61618649426793
"841","4048",4.62853345511017
"842","4051",4.72152952566123
"843","4052",3.55246323056192
"844","4056",2.27235654685884
"845","4059",2.29475816687502
"846","4069",4.57659884853123
"847","4074",3.75906373109249
"848","4076",3.49365161970834
"849","4077",1.82520239701226
"850","4079",2.43843283276968
"851","4081",3.75198301708352
"852","4088",1.77418648333138
"853","4105",4.69804020051923
"854","4125",3.62539132178089
"855","4134",2.87465694668888
"856","4139",3.09710733568332
"857","4146",2.74403410269749
"858","4149",3.37061345499023
"859","4151",0.153915766246016
"860","4155",3.70219715701972
"861","4157",4.11102503387731
"862","4168",4.81271656064826
"863","4170",2.76225019442883
"864","4174",2.75989642150241
"865","4179",4.82757492025313
"866","4185",3.31860857907197
"867","4199",0.765154694553652
"868","4205",1.4495597214918
"869","4208",4.60268562619456
"870","4211",2.08713612882523
"871","4212",0.210414962526328
"872","4215",3.83546935529687
"873","4217",2.922250175732
"874","4219",1.84934975530639
"875","4226",3.45639259267795
"876","4227",2.98828128431252
"877","4229",1.82381240731828
"878","4231",2.97419295793541
"879","4233",1.75062633652171
"880","4237",3.38092157904366
"881","4243",4.62889034301241
"882","4248",3.81670842063316
"883","4255",5.11694219412537
"884","4262",2.87878418310217
"885","4266",1.40229860941622
"886","4268",1.4244324420215
"887","4270",2.88966842316832
"888","4273",2.33536057866821
"889","4276",4.59195892037156
"890","4277",2.96902861361313
"891","4279",2.82642810884109
"892","4299",3.5165232670406
"893","4313",1.5407599621034
"894","4322",3.62554090720304
"895","4324",1.78906859507741
"896","4328",2.59848098082504
"897","4331",3.53109345862905
"898","4335",2.56855141150174
"899","4337",3.60504680063054
"900","4338",1.21604642862914
"901","4343",2.42930389139102
"902","4347",2.08644026504802
"903","4355",3.629004371615
"904","4357",3.42225415373324
"905","4359",4.97897006042717
"906","4362",2.08779885843631
"907","4368",2.93696830251087
"908","4374",4.83250769678882
"909","4375",4.70893819888928
"910","4378",3.34024836588617
"911","4381",2.1299204874244
"912","4387",4.54145971929766
"913","4400",2.80357973437284
"914","4423",4.14415568868067
"915","4424",3.28614607736334
"916","4428",3.60040598277546
"917","4433",6.38652452273404
"918","4436",1.68377363292846
"919","4437",1.17682302070732
"920","4439",4.96245844438593
"921","4449",3.77385506142933
"922","4456",3.57446357850763
"923","4463",4.44301555169934
"924","4467",2.75839969598758
"925","4468",2.46205033955734
"926","4469",3.62159743792245
"927","4472",3.46610937497921
"928","4473",3.61458478480144
"929","4476",3.59715664971367
"930","4500",2.85334175974288
"931","4509",3.89554278819259
"932","4513",2.66817587831702
"933","4521",1.18493514282071
"934","4527",3.69812749141633
"935","4530",2.08759797326497
"936","4532",4.59929600408206
"937","4533",2.65323690556796
"938","4535",2.77045208795011
"939","4536",2.86909153167049
"940","4542",3.75308676593592
"941","4551",3.36885735058554
"942","4554",3.70437943494907
"943","4555",2.24224027627725
"944","4564",1.02577557475188
"945","4572",2.61902972002084
"946","4573",5.29323253434437
"947","4577",1.44962786268887
"948","4579",5.15972349436024
"949","4583",3.2908070021459
"950","4584",4.66860622730859
"951","4596",2.86053881264208
"952","4599",3.88680788442093
"953","4607",3.69147374525372
"954","4609",0.207909775436382
"955","4610",1.54594168624677
"956","4616",2.14307301794324
"957","4617",3.41200226857261
"958","4633",3.90341512019551
"959","4638",3.52846394253734
"960","4641",3.60257269403472
"961","4653",5.86752287241976
"962","4655",3.6418827975924
"963","4659",0.899336440974427
"964","4669",1.32504161848111
"965","4678",0.86871433195371
"966","4685",4.46558604355105
"967","4686",3.38922057878154
"968","4691",1.33660991917109
"969","4695",4.81170900409376
"970","4698",3.57119451602883
"971","4700",3.81262055705703
"972","4711",2.69150971132025
"973","4722",3.51772916268857
"974","4727",2.88901842815081
"975","4756",4.93543409656471
"976","4762",0.860312117504934
"977","4763",2.82150785864259
"978","4766",3.33123688469483
"979","4770",0.801692975658656
"980","4784",2.81970062863339
"981","4791",4.34540923579484
"982","4795",4.63337554062521
"983","4799",1.64954587644662
"984","4802",3.51985295634608
"985","4805",3.61247151509639
"986","4814",4.91148243732239
"987","4816",0.961731751776784
"988","4817",3.82406528972556
"989","4822",3.70516819432864
"990","4827",2.77946375433808
"991","4833",3.26849678576803
"992","4836",0.721780988728296
"993","4842",3.80103913850334
"994","4844",3.60836596064425
"995","4845",2.99136380798594
"996","4849",3.36445243722672
"997","4850",1.72133854433478
"998","4860",4.01548986901268
"999","4863",3.38250970625706
"1000","4871",3.65718870025872
"1001","4878",3.39099589508457
"1002","4881",3.2185468560378
"1003","4888",5.74787104320798
"1004","4900",3.69715983021523
"1005","4906",4.68959903529922
"1006","4909",1.59044380453898
"1007","4916",4.5992629500282
"1008","4918",3.98451467174192
"1009","4926",3.7070535435651
"1010","4928",2.47986623250374
"1011","4941",3.36554862241937
"1012","4946",3.91886511959996
"1013","4949",1.6024610199654
